RAZAO SOCIAL;Nome para Indicador
CEJATEL - SAN MARCOS REVESTIMENTOS CERAMICOS LTDA;CEJATEL - SAN MARCOS REVESTIMENTOS CERAMICOS LTDA
CELULOSE NIPO-BRASILEIRA S.A. - CENIBRA;CELULOSE NIPO-BRASILEIRA S.A. - CENIBRA
CENTAURO INDUSTRIA E COMERCIO LTDA;CENTAURO INDUSTRIA E COMERCIO LTDA
CENTRO ADMINISTRATIVO - SUCOCITRICO CUTRALE LTDA;CENTRO ADMINISTRATIVO - SUCOCITRICO CUTRALE LTDA
CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA CEPEL;CEPEL CENTRO DE PESQUISA DE ENERGIA ELETRICA
CEPEL - CEPEL CENTRO DE PESQUISA DE ENERGIA ELETRICA;CEPEL CENTRO DE PESQUISA DE ENERGIA ELETRICA
CERAGON AMERICA LATINA LTDA - CERAGON AMERICA LATINA LTDA.;CERAGON AMERICA LATINA LTDA.
CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA ;NGK DO BRASIL LTDA
CERAMICA URUSSANGA S/A;CECRISA /CERAMICA URUSSANGA / DURATEX
CERVEJARIAS KAISER BRASIL LTDA;CERVEJARIAS KAISER BRASIL LTDA
CEVA - CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.;CEVA - CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.
CEVA - CEVA FREIGHT MANAGEMENT DO BRASIL LTDA. ;CEVA - CEVA FREIGHT MANAGEMENT DO BRASIL LTDA. 
CEVA FREIGHT - CEVA FREIGHT MANAGEMENT DO BRASIL LTDA. ;CEVA - CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.
CEVA FREIGHT MANAGEMENT DO BRASIL LTDA. - CEVA FREIGHT MANAGEMENT DO BRASIL LTDA. ;CEVA - CEVA FREIGHT MANAGEMENT DO BRASIL LTDA.
CEVA SAUDE ANIMAL LTDA;CEVA SAUDE ANIMAL LTDA
CFS DO BRASIL - CFS DO BR I C I E E DE A ALIM LTDA;CFS DO BR I C I E E DE A ALIM LTDA
CFS DO BRASIL - CFS DO BRASIL INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTA;CFS DO BR I C I E E DE A ALIM LTDA
CGM - TRANSPORTES E LOCACOES  - CGM - TRANSPORTES E LOCACOES DE EQUIPAMENTOS LTDA ;CGM - TRANSPORTES E LOCACOES
CHALLENGE - CHALLENGE TRADING;CHALLENGE TRADING LTDA
CHALLENGE - CHALLENGE TRADING LTDA;CHALLENGE TRADING LTDA
CHANDON - MOET HENNESSY DO BRASIL - VINHOS E DESTILADOS LTDA;CHANDON VINHOS E DESTILADOS LTDA
CHARUTOS TOBAJARA LTDA;CHARUTOS TOBAJARA LTDA
CHAZAK VE EMATZ C I E E LTDA - ME;CHAZAK VE EMATZ C I E E LTDA - ME
CHEMETALL DO BRASIL LTDA;CHEMETALL DO BRASIL LTDA
CHEMSON - CHEMSON LTDA;CHEMSON LTDA
CHEMSON - CHEMSON LTDA.;CHEMSON LTDA
CHEMYUNION - CHEMYUNION LTDA;CHEMYUNION QUIMICA LTDA
CHEMYUNION - CHEMYUNION QUIMICA LTDA;CHEMYUNION QUIMICA LTDA
CHEMYUNION LTDA;CHEMYUNION LTDA
CHILLI BEANS - FORTUNA COMERCIO LTDA;FORTUNA COMERCIO
CHILLI BEANS - FORTUNA COMERCIO S.A;FORTUNA COMERCIO
CHOCOLATES GAROTO SA;NESTLÉ/GAROTO - NESTLE BRASIL LTDA
CHOICE TECNOLOGIA - CHOICE IND E C DE EQUIP P AUTO IND LTDA - EPP;CHOICE IND E C DE EQUIP P AUTO IND LTDA - EPP
CHRIS CINTOS DE SEGURANCA LTDA;CHRIS CINTOS DE SEGURANCA LTDA
CHRISTAL COMPANY - CHRISTAL COMPANY IMPORTAÇÃO E EXPORTAÇÃO LTDA;CHRISTAL COMPANY IMPORTAÇÃO E EXPORTAÇÃO LTDA
CHRISTEYNS BRASIL - CHRISTEYNS BRASIL - PRODUTOS QUIMICOS LTDA;CHRISTEYNS BRASIL PRODUTOS QUIMICOS LTDA
CHRISTEYNS BRASIL - CHRISTEYNS BRASIL PRODUTOS QUIMICOS LTDA;CHRISTEYNS BRASIL PRODUTOS QUIMICOS LTDA
CIA BANDEIRANTES DE ARMAZENS GERAIS;CIA BANDEIRANTES DE ARMAZENS GERAIS
CIA BEAL DE ALIMENTOS;CIA BEAL DE ALIMENTOS
CIA BEAL DE ALIMENTOS - CIA BEAL DE ALIMENTOS LTDA;CIA BEAL DE ALIMENTOS
CIA LIBRA DE NAVEGACAO;CIA LIBRA DE NAVEGACAO
CIA. BRASILEIRA DE ESTIRENO - COMPANHIA BRASILEIRA DE ESTIRENO;COMPANHIA BRASILEIRA DE ESTIRENO
CIATEX IMPORTACAO E EXPORTACAO LTDA;CIATEX IMPORTACAO E EXPORTACAO LTDA
CIBER - CIBER EQUIPAMENTOS RODOVIARIOS LTDA;CIBER EQUIPAMENTOS RODOVIARIOS LTDA
CIBERPLAST INDUSTRIA DE PLASTICOS LTDA ;CIBERPLAST INDUSTRIA DE PLASTICOS LTDA 
CIFARM - CIFARMA CIENTIFICA FARMACEUTICA;CIFARMA CIENTIFICA FARMACEUTICA
CIMED - CIMED INDUSTRIA DE MEDICAMENTOS LTDA;CIMED INDUSTRIA DE MEDICAMENTOS LTDA
CIMED INDUSTRIA S.A.;CIMED INDUSTRIA DE MEDICAMENTOS LTDA
CIMENTO APODI - COMPANHIA INDUSTRIAL DE CIMENTO APODI;COMPANHIA INDUSTRIAL DE CIMENTO APODI
CIPATEX - CIPATEX IMPREG. DE PAPEIS E TECIDOS LTDA;CIPATEX IMPREG. DE PAPEIS E TECIDOS LTDA
CIPATEX - CIPATEX IMPREGNADORA DE PAPEIS E TECIDOS LTDA;CIPATEX IMPREGNADORA DE PAPEIS E TECIDOS LTDA
CIPATEX ADESIVOS LTDA.;CIPATEX IMPREGNADORA DE PAPEIS E TECIDOS LTDA
CIPRIA IMPORTACAO E EXPORTACAO - TECNOSPICES COM E IND DE TEMPEROS E ESPECIARIAS EIRELI;CIPRIA IMPORTACAO E EXPORTACAO - TECNOSPICES COM E IND DE TEMPEROS E ESPECIARIAS EIRELI
CISA INDUSTRIA, COMERCIO E REPRESENTACAO DE EQUIPAMENTOS AGRICOLAS EIRELI - ME ;CISA INDUSTRIA, COMERCIO E REPRESENTACAO DE EQUIPAMENTOS AGRICOLAS EIRELI - ME 
CISA TRADING - CISA TRADING S/A;CISA TRADING S/A
CISA TRADING S/A;CISA TRADING S/A
CITRATUS IBERCHEM - CITRATUS IBERCHEM DO BRASIL S.A;CITRATUS IBERCHEM DO BRASIL S.A
CITRICOLA LUCATO COMERCIAL IMPORTADORA E EXPORTADORA LTDA;CITRICOLA LUCATO COMERCIAL IMPORTADORA E EXPORTADORA LTDA
CITRON  - CITRON EXPORTACAO E IMPORTACAO DE PRODUTOS NATURAIS LTDA   ;CITRON EXPORTACAO E IMPORTACAO DE PRODUTOS NATURAIS LTDA   
CITROSUCO S/A - CITROSUCO S/A AGROINDUSTRIA;CITROSUCO S/A AGROINDUSTRIA
CJ DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;CJ LOGISTICS DO BRASIL LTDA
CJ DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - CJ DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;CJ LOGISTICS DO BRASIL LTDA
CJ LOGISTICS DO BRASIL LTDA;CJ LOGISTICS DO BRASIL LTDA
CJ SELECTA - CJ SELECTA S.A.;CJ SELECTA S.A.
CLAREX - CLAREX S.A;CLAREX S.A
CLARIANT BRASIL LTDA;CLARIANT BRASIL LTDA
CLARIOS ENERGY - CLARIOS ENERGY SOLUTIONS BRASIL LTDA;CLARIOS ENERGY SOLUTIONS BRASIL LTDA
CLARK EMPILHADEIRAS - CLARK MATERIAL HANDLING BRASIL S.A;CLARK EMPILHADEIRAS
CLARK EMPILHADEIRAS - CLARK MATERIAL HANDLING BRASIL S.A.;CLARK EMPILHADEIRAS
CLARK EMPILHADEIRAS - DABO MATERIAL HANDLING EQUIPMENT BRASIL AS;CLARK EMPILHADEIRAS
CLASSE TRADING - CLASSE COMERCIO IMPORTACAO E EXPORTACAO LTDA  - ME;CLASSE TRADING - CLASSE COMERCIO IMPORTACAO E EXPORTACAO LTDA  - ME
CLAUDIA CARDOSO;CLAUDIA CARDOSO
CLEAN ENVIRONMENT BRASIL ENGENHARIA E COMERCIO LTDA;CLEAN ENVIRONMENT BRASIL ENGENHARIA E COMERCIO LTDA
CLEICIANE LIMA FACONI;CLEICIANE LIMA FACONI
CLEMAR - CLEMAR ASSESORIA E LOGISTICA EM COMERCIO INTL LTDA;CLEMAR - CLEMAR ASSESORIA E LOGISTICA EM COMERCIO INTL LTDA
CLEMENGER-BRISBAINE - CLEMENGER INTL FREIGHT-BRISBAINE ;CLEMENGER INTL FREIGHT-BRISBAINE 
CLIF - CENTRO LOGISTICO INTEGRADO FASTCARGO S.A;CLIF - CENTRO LOGISTICO INTEGRADO FASTCARGO S.A
CLIMAZON - CLIMAZON INDUSTRIAL LTDA;CLIMAZON INDUSTRIAL LTDA
CLIMB AIRCRAFT DIVISION - QUIMIGEL IND.COM. E SERV. AEREOS ESPECIAL. LTDA;QUIMIGEL IND.COM. E SERV. AEREOS ESPECIAL. LTDA
CLIPPER TRANSPORTES - CLIPPER TRANSPORTES INTERNACIONAIS LTDA.;CLIPPER TRANSPORTES INTERNACIONAIS LTDA.
CLIPTECH INDUSTRIA E COMERCIO LTDA;CLIPTECH INDUSTRIA E COMERCIO LTDA
CLOSURE SYSTEMS INTERNATIONAL (BRAZIL) SISTEMAS DE VEDACAO LTDA. ;CLOSURE SYSTEMS INTERNATIONAL
CMA CGM DO BRASIL AGÊNCIA MARITIMA LTDA.;CMA CGM DO BRASIL AGÊNCIA MARITIMA LTDA.
CMOC BRASIL  - CMOC BRASIL MINERACAO, INDUSTRIA E PARTICIPACOES LTDA.   ;CMOC BRASIL
CMPQ IGARASSU INDUSTRIA E COMÉRCIO DE PRODUTOS QUIMICOS LTDA;CMPQ IGARASSU INDUSTRIA DE PRODUTOS QUIMICOS
CMSATISLOH - C M INDUSTRIA E COMERCIO LTDA ;C M INDUSTRIA E COMERCIO LTDA 
CMSATISLOH - CM INDUSTRIA E COMERCIO LTDA;C M INDUSTRIA E COMERCIO LTDA 
CNC MAQUINAS - SHORELINE IMPORTACAO E EXPORTACAO EIRELI;CNC MAQUINAS - SHORELINE IMPORTACAO E EXPORTACAO LTDA ME
CNC MAQUINAS - SHORELINE IMPORTACAO E EXPORTACAO LTDA ME;CNC MAQUINAS - SHORELINE IMPORTACAO E EXPORTACAO LTDA ME
CNH - CNH IND LATIM AMERICA LTDA;CNH INDUSTRIAL LATIN AMERICA LTDA
CNH INDUSTRIAL BRASIL LTDA - CNH INDUSTRIAL BRASIL LTDA.;CNH INDUSTRIAL LATIN AMERICA LTDA
CNH INDUSTRIAL LATIN AMERICA LTDA;CNH INDUSTRIAL LATIN AMERICA LTDA
CNH INDUSTRIAL LATIN AMERICA LTDA - CNH INDUSTRIAL BRASIL LTDA.;CNH INDUSTRIAL LATIN AMERICA LTDA
COAMO - COAMO AGROINDUSTRIAL COOPERATIVA;COAMO AGROINDUSTRIAL COOPERATIVA
COAMO AGROINDUSTRIAL COOPERATIVA - COAMO ;COAMO AGROINDUSTRIAL COOPERATIVA
COATS - COATS CORRENTE TEXTIL LTDA;COATS - COATS CORRENTE TEXTIL LTDA
COATS - COATS CORRENTES TEXTIL LTDA;COATS CORRENTES TEXTIL LTDA
COATS CORRENTE - COATS CORRENTE LTDA;COATS CORRENTE - COATS CORRENTE LTDA
COBRAC INTERNACIONAL - COBRAC - LOG INTERNACIONAL LTDA;COBRAC - LOG INTERNACIONAL LTDA
COCAL ENERGIA LTDA;COCAL ENERGIA LTDA
COCARI COOPERATIVA AGROPECUÁRIA E INDUSTRIAL - FIAÇÃO COCARI - COCARI - COOPERATIVA AGROPECUARIA E INDUSTRIAL;COCARI COOPERATIVA
COCCO MIAMI LTDA.;COCCO MIAMI LTDA.
CODAP - CODAP BRASIL LTDA;CODAP - CODAP BRASIL LTDA
CODDA METAIS - COMERCIO DE PRODUTOS HIDRAULICOS - LTDA;CODDA METAIS - COMERCIO DE PRODUTOS HIDRAULICOS - LTDA
COEL - CAREL - CAREL SUD AMERICA INSTRUMENTACAO ELETRONICA LTDA;CAREL SUD AMERICA
COELMATIC LTDA;COELMATIC LTDA
COEXPAN EMSUR BRASIL EMBALAGENS LTDA   ;COEXPAN EMSUR BRASIL EMBALAGENS LTDA   
COFCO INTERNATIONAL BRASIL S.A.;COFCO INTERNATIONAL BRASIL S.A.
COFFERS DIRECT EIRELI;COFFERS DIRECT EIRELI
COFICAL RENK BEARINGS - COFICAL RENK MANCAIS DO BRASIL LTDA;COFICAL RENK BEARINGS - COFICAL RENK MANCAIS DO BRASIL LTDA
COIM BRASIL - COIM BRASIL LTDA;COIM BRASIL LTDA.
COIM BRASIL - COIM BRASIL LTDA.;COIM BRASIL LTDA.
COIMPA BRASIL INDUSTRIAL LTDA;COIMPA BRASIL INDUSTRIAL LTDA
COLACRIL - AUTO ADESIVOS PARANA S.A;COLACRIL - AUTO ADESIVOS PARANA S.A
COLDMIX IND. COM. E REPRESENTAÇÕES LTDA - COLDMIX INDUSTRIA, COMERCIO E REPRESENTACOES LTDA;COLDMIX INDUSTRIA
COLGATE - COLGATE PALMOLIVE INDUSTRIAL LTDA;COLGATE PALMOLIVE INDUSTRIAL LTDA
COLLINA BENEFICIAMENTO E ARMAZENAGENS;COLLINA BENEFICIAMENTO E ARMAZENAGENS
COLMEX IMPORTACAO E COMERCIO - BASSANI & PODEROSO IMPORTADORA E EXPORTADORA LTDA;COLMEX IMPORTACAO E COMERCIO - BASSANI & PODEROSO IMPORTADORA E EXPORTADORA LTDA
COLORANTS SOLUTIONS BRASIL INDUSTRIA QUIMICA LTDA;COLORANTS SOLUTIONS BRASIL INDUSTRIA QUIMICA LTDA
COLORMIX - COLORMIX INDUSTRIA E COMERCIO DE PIGMENTOS LTDA;COLORMIX INDUSTRIA E COMERCIO DE PIGMENTOS LTDA
COLOROBBIA BRASIL PRODUTOS PARA CERAMICA LTDA.;COLOROBBIA BRASIL PRODUTOS PARA CERAMICA LTDA.
COLORTEXTIL NORDESTE - COLORTEXTIL NORDESTE LTDA;COLORTEXTIL NORDESTE LTDA
COLUMBIA TRADING - COLUMBIA TRADING S/A;COLUMBIA TRADING S/A
COLUMBIAN CHEMICALS - COLUMBIAN CHEMICALS BRASIL LTDA;COLUMBIAN CHEMICALS BRASIL LTDA
COMAU BETIM (MATRIZ) - COMAU DO BRASIL INDUSTRIA E COMERCIO LTDA;COMAU DO BRASIL INDUSTRIA E COMERCIO LTDA
COMAU DO BRASIL AUTOMACAO E SERVICOS INDUSTRIAIS LTDA;COMAU DO BRASIL AUTOMACAO E SERVICOS INDUSTRIAIS LTDA
COMAU SP - COMAU DO BRASIL INDUSTRIA E COMERCIO LTDA;COMAU DO BRASIL INDUSTRIA E COMERCIO LTDA
COMBATE SERVICOS FLORESTAIS LTDA;COMBATE SERVICOS FLORESTAIS LTDA
COMERCIAL BEIRAO DA SERRA LTDA;COMERCIAL BEIRAO DA SERRA LTDA
COMERCIAL COMETA INDUSTRIA E COMERCIO LTDA;COMERCIAL COMETA INDUSTRIA E COMERCIO LTDA
COMERCIAL EXPORTADORA WK LTDA;COMERCIAL EXPORTADORA WK LTDA
COMERCIAL GONÇALVES - COMERCIAL GONÇALVES - EQUIPAMENTOS DE MEDIÇÃO LTDA;COMERCIAL GONÇALVES - COMERCIAL GONÇALVES - EQUIPAMENTOS DE MEDIÇÃO LTDA
COMERCIAL PALAVER LTDA - EPP;COMERCIAL PALAVER LTDA - EPP
COMERCIAL PALMA LTDA;COMERCIAL PALMA LTDA
COMERCIAL PALMA LTDA - VILTON PALMA DA SILVA DE ITUBERA;COMERCIAL PALMA LTDA - VILTON PALMA DA SILVA DE ITUBERA
COMERCIO DE BEBIDAS N.S.A. LTDA.;COMERCIO DE BEBIDAS N.S.A. LTDA.
COMETAIS - COMETAIS INDUSTRIA E COMERCIO DE METAIS LTDA;COMETAIS INDUSTRIA E COMERCIO DE METAIS LTDA
COMEXI - COMEXI DO BRASIL LTDA;COMEXI DO BRASIL LTDA
COMEXPERT LOGISTICA;COMEXPERT LOGISTICA
COMEXPERT LOGISTICA GLOBAL LTDA - ME;COMEXPERT LOGISTICA GLOBAL
COMEXPORT TRADING COMERCIO EXTERIOR LTDA;COMEXPORT TRADING COMERCIO EXTERIOR LTDA
COMEXPORT TRADING COMERCIO EXTERIOR LTDA  ;COMEXPORT TRADING COMERCIO EXTERIOR LTDA
COMFITAS - COMFITAS IND COM DE FITAS LTDA;COMFITAS IND COM DE FITAS LTDA
COMFITAS - COMFITAS INDUSTRIA E COMERCIO DE FITAS LTDA;COMFITAS IND COM DE FITAS LTDA
COMIL COTAXÉ MINERAÇÃO LTDA - COMIL COTAXE MINERACAO LTDA;COMIL COTAXE MINERACAO LTDA
COMISSARIA PIBERNAT LTDA;COMISSARIA PIBERNAT LTDA
COMISSARIA ULTRAMAR DE DESPACHOS INTERNACIONAIS LTDA;COMISSARIA ULTRAMAR DE DESPACHOS INTERNACIONAIS LTDA
COMMANDER LOGÍSTICA LTDA;COMMANDER LOGÍSTICA LTDA
COMPACTOR - COMPANHIA DE CANETAS COMPACTOR;COMPACTOR - COMPANHIA DE CANETAS COMPACTOR
COMPAL - COMPALEAD ELETRONICA DO BRASIL IND E COM LTDA;COMPAL - COMPALEAD ELETRONICA DO BRASIL IND E COM LTDA
COMPAL - COMPALEAD ELETRONICA DO BRASIL INDUSTRIA E COMERCIO LTD;COMPAL - COMPALEAD ELETRONICA DO BRASIL IND E COM LTDA
COMPANHIA BRASILEIRA DE ALUMINIO;COMPANHIA BRASILEIRA DE ALUMINIO
COMPANHIA BRASILEIRA DE DISTRIBUICAO;COMPANHIA BRASILEIRA DE DISTRIBUICAO
COMPANHIA BRASILEIRA DE ESTIRENO;COMPANHIA BRASILEIRA DE ESTIRENO
COMPANHIA DE NAVEGACAO NORSUL - CIA DE NAVEGACAO NORSUL;COMPANHIA DE NAVEGACAO NORSUL - CIA DE NAVEGACAO NORSUL
COMPANHIA INDUSTRIAL TEXTIL;COMPANHIA INDUSTRIAL TEXTIL
COMPANHIA NITRO QUIMICA BRASILEIRA ;COMPANHIA NITRO QUIMICA BRASILEIRA 
COMPANHIA NITRO QUIMICA BRASILEIRA   ;COMPANHIA NITRO QUIMICA BRASILEIRA 
COMPANHIA PIRATININGA DE FORCA E LUZ;COMPANHIA PIRATININGA DE FORCA E LUZ
COMPANHIA SIDERURGICA NACIONAL;COMPANHIA SIDERURGICA NACIONAL
COMPANHIA TEXTIL DE CASTANHAL;COMPANHIA TEXTIL DE CASTANHAL
COMPANHIA VALENCA - COMPANHIA VALENCA INDUSTRIAL;COMPANHIA VALENCA INDUSTRIAL
COMPASS MINERALS AMERICA DO SUL INDUSTRIA E COMERCIO S.A   ;COMPASS MINERALS
COMPO EXPERT BRASIL FERTILIZANTES LTDA.   ;COMPO EXPERT BRASIL FERTILIZANTES LTDA.   
COMTRAFO - COMTRAFO INDUSTRIA DE TRANSFORMADORES ELETRICOS S.A.;COMTRAFO INDUSTRIA DE TRANSFORMADORES ELETRICOS S.A.
CONAUT  - CONAUT CONTROLES AUTOMATICOS LTDA;CONAUT CONTROLES AUTOMATICOS 
CONAUT CONTROLES AUTOMATICOS LTDA;CONAUT CONTROLES AUTOMATICOS 
CONCEPT MARMORES COMERCIO, IMPORTACAO E EXPORTACAO LTDA;CONCEPT MARMORES COMERCIO, IMPORTACAO E EXPORTACAO LTDA
CONCEPTA INGREDIENTES LTDA;CONCEPTA INGREDIENTES LTDA
CONCESSIONARIA AEROPORTO  - CONCESSIONARIA A RJ S.A.;CONCESSIONARIA A RJ S.A.
CONDAT - CONDAT LUBRIFICANTES DO BRASIL INDUSTRIA E COMERCIO LTD;CONDAT LUBRIFICANTES DO BRASIL INDUSTRIA E COMERCIO LTD
CONDIGY - CONDIGY COMPONENTER ELETRONICOS;CONDIGY COMPONENTER ELETRONICOS
CONDOR - CONDOR S.A.;CONDOR - CONDOR S.A.
CONDOR PINCEIS - CONDOR PINCEIS LTDA;CONDOR PINCEIS LTDA
CONDOR SUPER CENTER LTDA;CONDOR SUPER CENTER LTDA
CONDUMAX - ELETRO METALURGICA CIAFUNDI LTDA;CONDUMAX - ELETRO METALURGICA CIAFUNDI LTDA
CONDUSPAR CONDUTORES ELETRICOS LTDA ;CONDUSPAR CONDUTORES ELETRICOS LTDA 
CONEXAO GLOBAL TRANSPORTES E LOGISTICA - LTDA;CONEXAO GLOBAL TRANSPORTES E LOGISTICA - LTDA
CONEXAO GLOBAL TRANSPORTES E LOGISTICA - LTDA - CONEXAO GLOBAL TRANSPORTES E LOGISTICA LTDA;CONEXAO GLOBAL TRANSPORTES E LOGISTICA - LTDA
CONEXAO GLOBAL TRANSPORTES E LOGISTICA LTDA;CONEXAO GLOBAL TRANSPORTES E LOGISTICA - LTDA
CONFAB INDUSTRIAL SOCIEDADE ANONIMA;CONFAB INDUSTRIAL SOCIEDADE ANONIMA
CONFEDERACAO BRASILEIRA DE ATLETISMO;CONFEDERACAO BRASILEIRA DE ATLETISMO
CONFEDERACAO BRASILEIRA DE DESPORTOS AQUATICOS;CONFEDERACAO BRASILEIRA DE DESPORTOS AQUATICOS
CONFIANÇA COMÉRCIO EXTERIOR LTDA;CONFIANÇA COMÉRCIO EXTERIOR LTDA
CONFIANCA COMISSARIA DE DESPACHOS ADUANEIROS E LOGISTICA LTDA - CONFIANCA COMISSARIA DE DESPACHOS ADUANEIROS ;CONFIANCA COMISSARIA DE DESPACHOS ADUANEIROS E LOGISTICA LTDA
CONFINS TRANSPORTES LTDA;CONFINS TRANSPORTES LTDA
CONIMEL EMPRESA DE MAT. ELÉTRICO LTDA - CONIMEL EMPRESA DE MATERIAL ELETRICO LTDA;CONIMEL EMPRESA DE MATERIAL ELETRICO LTDA
CONMED DO BRASIL COM. IMP. E EXP. DE PROD. MEDICOS;CONMED DO BRASIL PROD. MEDICOS
CONSORCIO DE ALUMINIO DO MARALHAO S/A;CONSORCIO DE ALUMINIO DO MARANHAO CONSORCIO ALUMAR
CONSORCIO DE ALUMINIO DO MARANHAO CONSORCIO ALUMAR;CONSORCIO DE ALUMINIO DO MARANHAO CONSORCIO ALUMAR
CONSTANTA - CONSTANTA INDUSTRIAL LTDA;CONSTANTA INDUSTRIAL LTDA
CONTACT - CONTACT NVOCC LTDA;CONTACT NVOCC LTDA
CONTATTI - CONTATTI COM. E REPRESENTAÇÕES LTDA;CONTATTI COM. E REPRESENTAÇÕES LTDA
CONTECH PRODUTOS BIODEGRADAVEIS S.A;CONTECH PRODUTOS BIODEGRADAVEIS S.A
CONTINENTAL - CONTINENTAL COM. EXT. E IND. DE INGREDIENTES ALIMENT. LTDA;CONTITECH DO BRASIL / CONTINENTAL
CONTINENTAL - PONTA GROSSA - CONTINENTAL DO BRASIL PRODUTOS AUTOMOTIVOS LTDA;CONTITECH DO BRASIL / CONTINENTAL
CONTINENTAL ADVANCED ANTENNA AUTOMOTIVA LTDA;CONTINENTAL ADVANCED ANTENNA AUTOMOTIVA LTDA
CONTINENTAL AUTOMOTIVE - CONTINENTAL AUTOMOTIVE DO BRASIL LTDA.;CONTITECH DO BRASIL / CONTINENTAL
CONTINENTAL AUTOMOTIVE - CONTINENTAL BRASIL IND AUTOM LTDA;CONTITECH DO BRASIL / CONTINENTAL
CONTINENTAL AUTOMOTIVE - CONTINENTAL BRASIL INDUSTRIA AUTOMOTIVA LTDA;CONTITECH DO BRASIL / CONTINENTAL
CONTINENTAL AUTOMOTIVE - CONTINENTAL DO BRASIL PRODUTOS AUTOMOTIVOS LTDA;CONTITECH DO BRASIL / CONTINENTAL
CONTINENTAL AUTOMOTIVE - CONTINENTAL IND. E COM. DE PEÇAS DE REPOSIÇÃO AUTOMATIVAS LT;CONTITECH DO BRASIL / CONTINENTAL
CONTINENTAL AUTOMOTIVE - CONTINENTAL INDUSTRIA E COMERCIO DE PECAS DE REPOSICAO;CONTITECH DO BRASIL / CONTINENTAL
CONTITECH DO BRASIL PRODUTOS AUTOMOTIVOS E INDUSTRIAIS LTDA.  ;CONTITECH DO BRASIL / CONTINENTAL
CONTITECH DUNLOP OIL  MARINE BRAZIL - CONTINENTAL DO BRASIL PRODUTOS AUTOMOTIVOS LTDA;CONTITECH DO BRASIL / CONTINENTAL
CONTITECH DUNLOP OIL & MARINE BRAZIL - CONTINENTAL DO BRASIL PRODUTOS AUTOMOTIVOS LTDA;CONTITECH DO BRASIL / CONTINENTAL
CONTITECH PONTA GROSSA - CONTITECH DO BRASIL PRODUTOS AUTOMOTIVOS E INDUSTRIAIS LTDA;CONTITECH DO BRASIL / CONTINENTAL
CONTITECH PONTA GROSSA - CONTITECH DO BRASIL PRODUTOS AUTOMOTIVOS E INDUSTRIAIS LTDA.  ;CONTITECH DO BRASIL / CONTINENTAL
CONTRACT REVESTIMENTOS PARA CONSTRUCAO LTDA;CONTRACT REVESTIMENTOS PARA CONSTRUCAO LTDA
CONTROIL - FREIOS CONTROIL   LTDA;FREIOS CONTROIL   LTDA
CONVERPLAST - CONVERPLAST EMBALAGENS LTDA;CONVERPLAST EMBALAGENS LTDA
CONVES LOGISTICA - CONVES LOGISTICA LTDA;CONVES LOGISTICA LTDA
COOPER STANDARD - COOPER STANDARD AUTOMOTIVE BRASIL SEALING LTDA;COOPER STANDARD AUTOMOTIVE BRASIL SEALING LTDA
COOPER STANDARD - COOPER-STANDARD AUTOMOTIVE BRASIL SEALING LTDA;COOPER STANDARD AUTOMOTIVE BRASIL SEALING LTDA
COOPERSANTOS - COOPERATIVA DOS TRANSP.COM.AUT. DE C. EM GERAL DO EST. DE SP;COOPERSANTOS
COORSTEK - COORSTEK DO BRASIL MATERIAIS AVANCADOS LTDA;COORSTEK DO BRASIL MATERIAIS AVANCADOS LTDA
COPA - COMPANIA PANAMENA DE AVIACION SA;COPA - COMPANIA PANAMENA DE AVIACION SA
COPA LOGISTICA - COPA LOGISTICA INTERNACIONAL LTDA;COPA LOGISTICA
COPATRA SOLUÇÕES LOGISTICAS LTDA;COPATRA SOLUÇÕES LOGISTICAS LTDA
COPEBRAS INDUSTRIA LTDA;COPEBRAS INDUSTRIA LTDA
COPEBRAS INDUSTRIA LTDA.  ;COPEBRAS INDUSTRIA LTDA
COPOBRAS S/A IND. E COM. DE EMBALAGENS;COPOBRAS S/A IND. E COM. DE EMBALAGENS
CORANTEC CORANTES NATURAIS LTDA  ;CORANTEC CORANTES NATURAIS LTDA  
CORAS DO BRASIL REPRESENTAÇÕES E COMÉRCIO EXTERIOR LTDA;CORAS DO BRASIL REPRESENTAÇÕES E COMÉRCIO EXTERIOR LTDA
CORCOVADO - CORCOVADO MINERAÇÃO E MADEIRAS LTDA;MINERACAO CORCOVADO DE MINAS
CORCOVADO GRANITOS LTDA   ;CORCOVADO GRANITOS
CORDSTRAP DO BRASIL  - CORDSTRAP DO BRASIL COMERCIO DE EQUIPAMENTOS PARA CONTENCAO DE CARGAS LTDA;CORDSTRAP DO BRASIL
CORDSTRAP DO BRASIL - CORDSTRAP DO BRASIL COMÉRCIO DE EQUIPAMENTOS PARA CONTENÇÃO DE CARGAS LTDA;CORDSTRAP DO BRASIL COMÉRCIO DE EQUIPAMENTOS PARA CONTENÇÃO DE CARGAS LTDA
COREMAL S.A.;COREMAL S.A.
